dmanum,week,ex_loy_kc_reg,ex_loy_nkc_reg,ex_nloy_kc_reg,ex_nloy_nkc_reg,new_loy_kc_reg,new_loy_nkc_reg,new_nloy_kc_reg,new_nloy_nkc_reg,ex_loy_kc_final,ex_loy_nkc_final,ex_nloy_kc_final
839,9/15/2014,152276.5344,21322.03666,1870530.692,338635.3734,323,402.87,40220.54001,77858.905,70055.84,9340.7,918857.92
855,9/15/2014,529867.2367,97767.1911,166775.415,32154.53999,584.37,2494.510003,4938.980005,17452.34001,255212.02,50002.38,84402.27
862,9/15/2014,3980187.319,664601.8117,1141556.229,213732.8961,2950.733338,14716.94998,82479.27139,135074.6505,1819047.54,318673.2,550212.18
866,9/15/2014,1187150.993,258935.4446,548716.5736,50855.93001,3185.59999,6660.509977,32775.73001,44405.19998,564192.99,127663.88,272990.18
868,9/15/2014,441890.7514,66959.86503,139032.6766,27423.358,563.190005,711.130003,8911.049992,16657.11998,203127.04,32478.18,67993.24
881,9/15/2014,42095.29725,2809.040002,563463.3982,93902.25131,0,0,13482.60002,28623.68002,19074.88,1399.16,269047.75
999,9/15/2014,201801.5798,109959.98,799183.2953,75267.25431,81.79,4132.819999,69052.86112,37433.31996,97493.84,54519.66,389892.12
500,9/22/2014,94936.36738,5995.019983,1525731.824,174678.3392,237.97,488.729998,32785.42001,36618.80001,41574.88,3391.6,726046.67
501,9/22/2014,861978.9433,43733.18429,33684982.73,2235171.91,5183.309991,2412.680013,576571.2603,604216.1893,366525.6,21452.91,15982252.19
502,9/22/2014,15383.39669,802.7,484121.2077,38563.40004,0,96,7131.139997,9393.780007,6991.17,407.49,231576.21
503,9/22/2014,14738.01003,1659.047256,396836.0612,66275.11005,0,0,9097.869993,11173.75,6807.59,1073.82,197109.81
504,9/22/2014,458450.245,21839.31514,17110626.74,1512087.018,718.613331,553.939996,206475.1945,308959.2712,201916.11,11301.07,8086441.13
505,9/22/2014,280184.6643,17989.14266,10260696.77,1229939.005,726.820002,341.540002,125070.2101,225422.255,125908.5,9876.13,4870714.13
506,9/22/2014,745408.6722,55796.95498,10447329.48,842550.8664,1625.060002,686.530001,186299.45,174614.921,344481.33,30928.2,5063631.05
507,9/22/2014,23441.47207,1736.150008,187168.9165,33995.0538,0,235.399999,6872.289976,14104.96998,10876.81,938.45,92375.52
508,9/22/2014,4527315.641,334927.9468,1245568.504,246150.8021,2734.529997,3552.870003,69269.91879,109785.948,2050905.48,183423.87,603249.96
509,9/22/2014,192725.72,12462.06617,1767074.814,152858.37,0,152,20094.62302,30610.03499,86955.53,6907.64,815284.18
510,9/22/2014,233260.6642,17033.57794,9024535.252,1000594.664,1389.649999,172.4,98257.39336,181466.04,104987.3,9099.66,4283868.38
511,9/22/2014,402036.2583,29408.50564,9002503.08,1003442.607,1136.45,1599.289999,165182.855,208853.3839,187467.44,15658.74,4372416.86
512,9/22/2014,138961.6616,8810.044708,5134851.815,592945.6567,40,608.870005,79701.54,114923.94,65607.7,3910.39,2461714.38
513,9/22/2014,59629.40176,3767.224522,1889425.184,192426.2754,40,22,28757.19995,41661.18001,25198.62,1999.62,894075.07
514,9/22/2014,1873803.22,216233.632,931063.1511,114536.5146,1149.919998,3578.092235,24900.93112,47159.755,846624.71,118617.42,441834.13
515,9/22/2014,3953564.692,499190.0227,1937431.833,272192.1854,2818.849989,8646.819999,47050.83005,95991.2517,1819812.92,278597.31,928865.73
516,9/22/2014,47673.22484,1494.12,683193.6183,50986.77332,0,0,8474.660005,12204.05,21093.11,876.38,314467.71
517,9/22/2014,191979.325,22808.96233,3682302.987,472942.1272,176.68,115.84,56704.56335,108830.8739,87692.09,12814.92,1776692.8
518,9/22/2014,116106.1592,11547.62666,1762070.882,224404.4934,0,144,33465.5,41781.49001,53137.07,6588.26,834024.13
519,9/22/2014,40888.63675,2259.616665,790604.1712,137028.8533,135.200001,108.750001,18459.3,32183.69999,19036.18,1174.79,383247.29
520,9/22/2014,25653.36138,2252.480004,445806.5638,62353.50668,0,44,13024.88998,12380.2,12499.1,1241.06,216849.14
521,9/22/2014,2265415.141,277010.3723,1050919.674,106359.4055,2873.890007,3056.770003,37803.93331,49629.12997,1061709.9,155921.55,509340.65
522,9/22/2014,16825.30335,1974.930001,335788.1106,39621.79606,0,20.799999,7408.139999,9285.229998,8004.7,1038.18,167232.73
523,9/22/2014,23840.25533,1768.510001,704242.0825,77951.69338,99.99,19.2,24344.55998,18070.11001,11574.21,871.3,344337.87
524,9/22/2014,287415.0588,22322.25334,7694611.011,1006426.907,1248.54,536.93,129712.1112,210756.7163,130722.44,11679.48,3693312.07
525,9/22/2014,31569.55,4256.929998,111104.3026,30024.17,0,167.79,5788.140027,10480.65666,15784.62,2432.28,55735.52
526,9/22/2014,7868.743326,753.19,377537.2072,30846.07667,129.98,0,5120.710001,7761.739981,3532.3,467.56,178735.92
527,9/22/2014,4496764.414,737266.4579,2324251.701,472122.9608,3171.130005,6897.005704,68789.82003,124997.6667,2116695.65,414525.98,1140303.48
528,9/22/2014,68739.35435,1023.710015,1769128.988,238652.7882,519.950005,136.790004,57951.28002,92433.41002,32614.23,1860.63,878455.14
529,9/22/2014,220575.9406,24969.92522,3182794.7,323709.3785,195.2,459.569994,42872.26671,65237.33999,100736.5,13869.74,1514573
530,9/22/2014,269462.6287,59683.38003,174419.3703,40713.34998,97.2,313.17,9705.260001,19413.17468,133181.08,33452.54,84948.33
531,9/22/2014,14021.58269,1891.546659,554827.1209,71556.73003,99,0,10755.84002,21424.46001,6369.83,1038.75,266642.76
532,9/22/2014,48868.26698,4915.522853,1679175.688,196151.5451,440.616668,321.18,28158.10999,46536.16003,21552.44,2662.73,801930.64
533,9/22/2014,225624.6022,11321.73001,6117839.4,572168.0075,605.16,455.259997,114536.9,176503.813,103662.32,6571.24,2939356.09
534,9/22/2014,201863.6794,14073.51999,3919012.163,520446.1051,337.99,1580.95,103862.9,130059.7539,92747.3,8015.51,1878288.21
535,9/22/2014,217954.0008,15277.09333,5535119.68,709314.7625,40,34,64910.32997,106535.52,95436.84,7848.08,2636644.71
536,9/22/2014,92871.61741,4217.45,1064900.653,125051.8125,79.98,0,17691.71891,30721.07672,43335.03,2249.71,502168.37
537,9/22/2014,9401.916709,-40.389995,231988.1523,34134.96,0,0,7174.799999,5884.439996,4090.04,-7.81,110755.96
538,9/22/2014,64204.57847,3495.449999,1656882.459,145829.5807,0,0,28776.59001,33755.26003,29104.5,1667.39,771155.45
539,9/22/2014,197339.1128,15657.14698,2910614.809,410364.1008,865.95,426.330004,79882.96336,133535.2066,89362.73,8100.16,1391765.2
540,9/22/2014,34621.40928,1363.660005,925062.2453,96304.16999,201.99,0,13374.01002,24353.06497,15649.85,712.21,445018.25
541,9/22/2014,98038.37229,5692.720011,1465448.79,179771.8779,481.97,84,25134.85998,36346.00336,43819.36,3380.57,710130.07
542,9/22/2014,333556.0081,21743.42002,3109358.067,347723.1964,0,299.99,40902.71999,73976.09999,152837.73,12174.43,1473841.81
543,9/22/2014,27909.28627,1247.13,924173.1435,60902.74666,349.98,112,21275.62,13816.38929,12871.52,665.43,440901
544,9/22/2014,147221.4831,10583.14,1704212.695,232894.9531,345.348,327.119998,36916.87597,55149.42999,65648.31,6131.76,826822.46
545,9/22/2014,50051.56982,4391.089995,307959.3085,54767.59,0,316.439998,10688.70001,18797.7107,23847.48,2606.84,157404.89
546,9/22/2014,33107.14893,2857.069998,1028209.508,119968.388,748.769996,12,18856.81002,26492.11464,15143.03,1662.41,499277.66
547,9/22/2014,79883.62507,6123.780018,2754940.696,283624.8856,564.600003,45.02,35219.38,51557.33002,36316.38,3343.49,1308241.71
548,9/22/2014,51034.52144,4729.320004,1030307.417,121749.7067,302.43,121.03,37540.58502,41890.83001,23674.89,2893.84,508855.26
549,9/22/2014,11053.59998,1234.565002,231714.5863,24781.27145,0,0,1607.199997,4590.349995,5349.91,637.06,109209.18
550,9/22/2014,47152.67419,7083.980028,415997.7194,53845.39747,0,30,8508.686682,16819.01001,22452.08,3928.45,203108.91
551,9/22/2014,30383.49391,2194.420006,1067010.084,121192.4478,0,0,11741.19001,21308.06998,13868.28,1199.98,502879.53
552,9/22/2014,1651.440004,203.929999,41987.81585,7320.760001,769.840002,0,1213.14,844.709995,813.46,113.43,19559.38
553,9/22/2014,52463.86497,2587.15443,406423.2019,29594.50994,0,-60,4178.060001,9571.78,24690.08,1368.86,193652.66
554,9/22/2014,132187.9461,6339.569992,317741.6015,30646.47,400.999992,351.5,8890.969967,9246.69001,60770.26,3094.61,153592.7
555,9/22/2014,53830.26691,2003.909994,1537516.328,152494.4089,0,2.39,21547.27002,32948.46,23543.52,910.7,719051.25
556,9/22/2014,1464216.264,207983.4084,1035467.971,163364.1483,1940.62999,3129.009989,31951.09001,54929.52,692573.42,115279.94,507627.87
557,9/22/2014,42044.45247,2234.730016,1257187.684,145423.2973,210.899999,0,20547.56001,36961.17998,18819.46,1281.7,612937.85
558,9/22/2014,12056.37002,383.259998,246151.4919,17710.64715,0,0,2935.859996,3604.429995,5823.85,262.76,117010.7
559,9/22/2014,9264.919984,64.81,287951.6157,48423.91801,285.89,32.799999,8636.860003,8409.130003,4380.41,23.37,139701.78
560,9/22/2014,2442735.921,508654.8162,1133102.92,238054.8589,4518.879989,9534.570005,53309.28503,92537.99,1169778.25,283558.05,552657.36
561,9/22/2014,68264.81674,7712.620011,1282069.375,257698.3641,733.920005,565.749996,30442.31001,66187.19001,32676.34,4565.31,623435.87
563,9/22/2014,103148.0465,9232.530013,3339965.595,438902.3173,0,210.026668,36164.12998,85107.05994,46448.91,4862.65,1585570.3
564,9/22/2014,84882.10819,8768.699993,1337302.931,188766.6792,998.219999,436.939997,80126.36002,125488.5328,39385.81,4324.05,645591.42
565,9/22/2014,19352.74017,1151.100002,310264.3163,24804.87334,0,6,3283.069991,5055.060012,8329.81,672.66,147030.96
566,9/22/2014,115614.3426,2504.770002,4195099.875,398027.7968,768.519998,83.199999,54238.675,75432.25003,50987.23,2043.61,1968878.58
567,9/22/2014,98143.12426,11518.16333,2055563.145,342325.4649,970.969998,1005.940001,84147.95833,135226.04,44783.36,6023.78,995733.04
569,9/22/2014,13672.52502,812.890002,314022.7233,31079.75001,0,0,4232.250005,4875.409992,6248.37,530.94,152516.89
570,9/22/2014,47201.1966,4596.119972,459032.0508,59933.56997,41.99,168.599997,10905.20999,14947.3075,22584.11,2909.94,222206.39
571,9/22/2014,79604.18708,4457.760008,1044875.566,133690.4595,220.4,0,29690.36002,43860.19997,37207.86,2141.59,516858.55
573,9/22/2014,48882.01699,3672.550002,564223.9537,88980.15816,451.230003,0,13243.56145,25317.36,22456.13,1947.39,273214.07
574,9/22/2014,70318.7289,3838.429999,706837.4636,103691.1621,247.999997,345.989998,12512.15002,21276.17999,31355.26,2149.53,335203.07
575,9/22/2014,18759.41956,2532.293328,715944.2786,88143.5938,301.790001,0,21438.29335,20577.94999,8637.82,1502.15,355120.23
576,9/22/2014,11100.88752,655.880004,388993.5778,37766.67136,0,0,7712.099989,8784.220002,4658.55,368.31,187905.96
577,9/22/2014,61474.91789,3518.351762,2038148.818,224070.2268,0,302.91,39775.88154,49548.62002,28074.26,1769.24,950808.57
581,9/22/2014,145388.1698,9973.28999,645666.8519,79876.87003,0,359.980003,9678.813344,17154.45998,67970.88,5453.82,318108
582,9/22/2014,34083.80828,2664.614997,205237.2289,32276.95,0,0,2062.529997,5091.430004,15973.92,1769.31,97333.93
583,9/22/2014,2517.249988,0,46472.74933,3910.149992,0,0,352.97,614.150006,1034.68,0,21368.98
584,9/22/2014,14320.06334,1593.920003,147170.7785,24966.76999,0,0,5404.440002,4817.610002,6913.87,729.72,76324.83
588,9/22/2014,112674.8327,7666.990003,1663822.223,206062.6501,415.980003,0,22464.21996,30313.61999,50240.77,4360.39,788216.24
592,9/22/2014,6688.354444,275.399999,152043.7853,24397.51168,0,0,4374.469993,9398.810011,3080.72,143.16,75476.54
596,9/22/2014,5478.279989,-79.000002,234086.8285,32150.54003,0,0,1501.350003,2799.890001,2481.39,-27.19,113346.25
597,9/22/2014,10041.07001,233.92,243706.102,29785.48601,0,0,3785.130014,4962.559997,4588.22,172.81,114493.1
598,9/22/2014,40422.25113,1359.040002,350052.0695,55260.22667,0,0,5007.829997,12836.72998,18030.33,831.72,168058.62
600,9/22/2014,260402.4524,58423.42499,73451.10504,30072.57997,75.999999,984.270001,6541.649984,21047.90999,126995.2,32411.96,38260.13
602,9/22/2014,745900.5403,41923.37995,19795173.5,2060471.08,3081.36,960.340006,244789.3682,404883.6146,337415.39,24070.59,9460470.37
603,9/22/2014,19073.06608,1243.03,310129.8794,28667.0025,0,0,10264.27997,6974.68,8531.94,716.99,148016.32
604,9/22/2014,88135.57217,5647.619996,539703.2951,72793.26992,0,-34,14335.11,17387.40999,40551.2,3187.95,259298.31
605,9/22/2014,21746.58018,1118.880001,471799.8617,61313.55313,0,0,6380.660001,12418.14002,10432.52,607.8,224666.73
606,9/22/2014,6921.393706,331.739999,144473.1972,28232.37997,0,0,2590.800006,7420.290006,3501.9,202.57,71150.23
609,9/22/2014,4347375.92,559514.2395,1936949.033,285787.0097,1915.470003,4507.659995,58003.94502,120171.0099,2030613.62,315389.19,940110.26
610,9/22/2014,68556.80855,3025.819999,1106275.463,113437.4567,0,0,10542.49999,17158,30203.36,1492.35,528555.39
611,9/22/2014,19285.65253,7429.420016,672543.6707,54268.53669,0,0,11816.63,10773.87998,8432.3,3403.92,313760.31
612,9/22/2014,176444.756,27450.83995,189160.5472,52106.91052,557.51,308.349997,9238.120014,14759.91999,85974.46,15111.16,96253.55
613,9/22/2014,211124.8564,16793.91791,9175700.513,934306.2366,0,120,106928.8699,185886.3322,96025.11,9011.98,4327701.72
616,9/22/2014,161174.8186,12525.40666,3526477.814,461165.9955,3502.039947,380.600002,56089.31999,86395.19998,77254.15,7213.23,1711479.88
617,9/22/2014,6470527.099,457578.9829,3329577.274,614807.9103,1055.539994,7024.230001,57736.88667,114053.62,2937438.12,254324.78,1619643.29
618,9/22/2014,4110836.742,675825.6863,1150133.392,393754.753,4201.521801,11202.87002,89571.76992,181930.4709,1951801.51,370596.06,578336.57
619,9/22/2014,161537.7267,29942.59004,798898.2016,76860.57802,0,449.79,20905.27003,11319.52603,78563.94,17036,380842.41
622,9/22/2014,24815.42082,3548.039984,313688.5797,89918.59557,682.950003,141.47,13765.07004,36008.99998,11735.6,2000.79,163258.94
623,9/22/2014,5756548,908951.0401,1641278.016,541714.3962,6186.039995,15207.58001,101110.0866,214535.446,2708330.77,494940.38,817377.91
624,9/22/2014,61890.54201,2096.989995,496438.5325,53488.13671,60.99,0,7767.550009,11662.45,35611.27,1001.02,239165.72
625,9/22/2014,484550.2031,115765.4567,189869.4934,49212.93995,212.100001,1004.170001,10496.61998,28745.40999,232066.17,62609.81,96310.31
626,9/22/2014,53816.24996,8949.110001,28298.40499,9275.509993,356,181.590001,1140.359998,3792.600007,25692.6,4665.56,14940.4
627,9/22/2014,156585.836,29736.45998,130046.9859,41751.23667,649.759998,626.849999,7829.230008,15173.63001,77502.09,17409.57,64898.74
628,9/22/2014,13651.27708,887.699999,122765.246,21398.80261,0,0,3313.609991,5907.182213,7174.83,433.8,61623.79
630,9/22/2014,29271.34481,3313.199994,770806.6791,118050.7331,0,-69.189999,24258.05999,41237.47998,14074.9,1616.94,386336.72
631,9/22/2014,21653.01,660.189999,98956.10397,19446.40363,0,0,2186.36,3674.630003,11453.2,250.25,48887.75
632,9/22/2014,133028.4046,7954.307152,942288.843,122438.2492,480.390004,99.45,21459.66997,30530.67511,59580.92,4355.76,455838.99
633,9/22/2014,162648.0478,27830.29089,82150.22338,25458.64601,0,465.39,4759.290011,10370.09,78401.72,15470.57,42230.61
634,9/22/2014,177944.6125,26361.98997,102826.6299,26132.97669,397,448.77,5056.550026,10322.06,86620.8,14765.9,51281.86
635,9/22/2014,1454206.359,239229.038,367694.9118,127269.9827,409.19,2247.50001,28290.56002,66884.46997,688473.93,129114.88,180083.97
636,9/22/2014,552869.7552,94366.80088,157448.1404,34954.72404,354.19,1965.546676,15512.71004,28491.73999,266244.22,50223.44,78742.07
637,9/22/2014,52593.35291,-1399.569996,1766618.115,185682.6,138.399998,154.97,18347.23999,31637.61003,23791.99,516.89,846214.8
638,9/22/2014,3534.094997,538.990002,178286.5952,18746.35836,0,0,3027.890006,3335.490002,1557.32,289.64,85902.63
639,9/22/2014,3488.390005,-46.709996,107882.0309,21100.47004,0,76,1971.110003,4376.380007,1455.9,-13.85,53902.3
640,9/22/2014,35192.1324,4508.690005,871103.5212,143959.4105,0,0,26713.08,28856.34997,16976.78,2165.54,427710.6
641,9/22/2014,1156691.195,187338.2901,392749.8057,103738.763,2001.34,4912.94,30869.20998,54350.27002,552339.57,103774.12,197441.38
642,9/22/2014,9077.430015,1702.959998,160725.5093,26500.16001,0,181.220004,7196.100016,6296.539998,4520.09,939.02,82261.33
643,9/22/2014,15137.2112,2062.639995,113157.4495,33382.02999,0,0,3166.860011,7311.650012,7498.44,1261.41,57983.96
644,9/22/2014,3231.959995,845.019995,20322.04293,3027.059995,0,0,260.669988,1789.189996,1667.35,495.99,9452.64
647,9/22/2014,219.73,38.000001,13660.28336,1548.690002,0,0,1399.898003,1321.530005,122,27.2,6550.91
648,9/22/2014,126381.1144,7991.339993,1763463.385,187785.1408,0,45.97,23854.86004,36352.91999,58976.29,4532.1,835398.52
649,9/22/2014,70483.83575,4833.880001,1179715.809,128102.9233,0,0,16621.33001,32712.01005,33023.42,2581.76,557626.96
650,9/22/2014,106458.701,10963.13729,1621946.05,236411.5652,157.2,80.99,35142.08,49633.6,49502.69,6090.27,794858.35
651,9/22/2014,200813.1325,31184.07997,77692.27691,26211.38434,54,258.780009,6730.060007,9885.03999,97592.85,16880.53,38997.88
652,9/22/2014,58136.69918,3223.860001,1914701.284,176546.5968,0,335.969997,27899.64998,41605.76999,26834.73,1647.35,910323.45
656,9/22/2014,18606.11331,2137.839997,233054.4012,35382.26331,0,28.99,6582.809999,8474.44999,8541.07,1143.77,116167.01
657,9/22/2014,128889.0745,16265.41,53713.02992,25067.92002,0,405.279996,4508.19001,10971.56999,61923.72,8775.14,27556.41
658,9/22/2014,2512482.961,115641.5679,1584783.815,229308.7047,57.769998,2014.769987,26519.58,49853.95003,1139053.07,63614.86,764482.2
659,9/22/2014,105106.4269,9452.16667,2490293.577,343020.1786,0,285.799998,50814.24996,80359.38667,48022.74,5117.5,1205928.85
661,9/22/2014,14381.65899,3023.839999,9631.990011,4073.065012,0,187.8,618.76,1688.599997,6770.55,1849.89,4626.49
662,9/22/2014,126406.8172,18227.61999,50669.66994,16653.47167,55.99,104.19,3376.049995,7626.840016,60083.65,9821.14,25681.34
669,9/22/2014,1437601.138,90961.35712,1106992.428,203393.4369,411.85,544.69,16877.35002,39635.72999,647848.69,50901.09,537014.5
670,9/22/2014,31203.19345,2514.340003,641116.5627,92842.98835,0,-128,12152.81,18129.78,14594.8,1489.74,316143.39
671,9/22/2014,569638.273,97565.21661,451002.1575,81791.58669,423.240001,1590.350002,15244.93001,29038.57002,271648,55692.24,220831.87
673,9/22/2014,3179.154698,1253.460004,161368.7539,25535.37001,0,0,5723.520001,7009.119999,1473.95,628.86,83075.23
675,9/22/2014,64567.81946,2540.790002,1492740.207,129661.0276,0,89.78,12155.94,25727.41001,28108.48,1525.69,709465.55
676,9/22/2014,24123.81599,1078.443341,602160.9652,55681.30001,149.2,0,8457.57666,17887.87,10682.18,533.21,290615.13
678,9/22/2014,45522.4527,4040.596674,1289879.032,208340.938,140.990001,154.999988,23348.66,41765.08666,19477.16,2122.6,626047.32
679,9/22/2014,42542.52768,3132.770002,1687084.319,264563.1605,142.760001,0,23567.86002,46487.44999,18969.3,1611.28,838734.85
682,9/22/2014,69403.23772,2532.609999,1609639.859,186071.361,0,188,18976.76005,32183.36998,30838.23,1391.6,776059.41
686,9/22/2014,44892.37903,6494.080001,812245.4343,150260.825,0,77.18,20288.35249,32811.57999,21679.23,3696.49,401712.41
687,9/22/2014,19522.64072,1055.11,593533.6843,70184.22047,0,0,10387.82999,16212.26002,9116.17,751.43,283343.21
691,9/22/2014,35611.67312,3076.891869,785132.8532,121196.985,0,0,20828.03001,27684.82,16418.81,1845.57,386523.69
692,9/22/2014,153891.5686,22576.96994,48621.59999,16146.53,372.22,156.990002,4350.120008,9508.819996,74641.69,12957.33,24690.65
693,9/22/2014,58053.09747,3053.819999,891072.2105,115180.6459,0,85,24532.36,30467.79971,26909.72,1513.64,436052.98
698,9/22/2014,8703.76,1442.39999,338549.3875,52238.93667,0,0,9720.619981,13724.80002,4357.55,842.08,168614.91
702,9/22/2014,71830.69161,3387.44,923175.3502,81220.27005,0,341.400005,8221.689986,18500.36,32455.67,2004.99,432631.91
705,9/22/2014,113118.1045,5175.520007,1116775.958,113482.953,90.99,89.99,14715.31002,21872.35,52514.03,2771.23,528702.91
709,9/22/2014,268217.8923,48615.51198,115832.5476,36849.09431,1171.35,1097.580002,7899.61002,17329.30003,128657.09,26252.98,57893.73
710,9/22/2014,3548.068338,105.1,89696.84026,16668.49997,0,0,1558.129996,4594.529996,1643.41,46.1,45903.66
711,9/22/2014,309.609999,319.200002,6844.724092,1106.459992,0,0,1027.233339,734.999996,173.89,169.09,3374.32
716,9/22/2014,16671.1625,1244.08,205796.4748,52473.54001,275.98,27.2,7242.540008,16540.96998,7593.56,666.61,102549.44
717,9/22/2014,46843.22469,1663.010001,489282.0021,40502.27002,0,11.38,7154.589997,9208.189996,21718.86,970.32,233004.9
718,9/22/2014,9672.97833,3400.030007,199145.043,43385.28998,0,68.939999,6155.139994,16066.48427,4372.14,1986.7,98364.97
722,9/22/2014,21829.95879,1596.510004,924786.492,109089.3689,0,0,17028.92002,20644.32001,9716.92,911.82,440787.9
724,9/22/2014,20498.6128,2412.800001,607020.0225,69152.31047,0,0,7261.257487,18023.35669,8760.79,1395.37,282148.43
725,9/22/2014,31418.90679,2389.534275,893854.9792,119137.3678,0,78.79,13718.18,27782.15,14422.96,1248.2,425869.3
734,9/22/2014,8499.521458,74,187214.3479,18044.56999,0,120,2549.77,4117.459989,3884.72,32.8,90912.25
736,9/22/2014,10040.15752,522.229994,332805.4168,39781.26626,0,0,3050.129995,9816.049975,4459.67,292.27,161323.8
737,9/22/2014,5146.325719,231.37,318202.6605,24583.82003,0,0,5046.879998,4179.040001,2182.3,141.98,148220.53
740,9/22/2014,239.99,82.79,14215.71667,2157.800002,0,0,368.91,1115.550002,93.49,45.46,7042.62
743,9/22/2014,23216.67834,4105.989997,274075.4275,49147.71408,0,226.97,4206.439987,16652.17001,10744.01,2156.62,133387.74
744,9/22/2014,24560.57805,3335.578712,56065.39715,10015.78823,0,201.189996,3972.822499,8227.609938,12963.37,1995.2,28861.61
745,9/22/2014,2517.2275,303.789998,20719.62819,6943.750001,0,0,0,1710.160007,1442.76,169.48,10525.79
746,9/22/2014,8209.476673,681.049999,149994.0423,34537.61002,0,0,7301.390001,7174.400001,4192.86,363.49,74298.55
747,9/22/2014,5598.108749,1529.910001,8587.82333,2106.610004,0,0,0,2034.970004,2661.64,809.2,4532.2
749,9/22/2014,121469.2425,22528.81997,55832.80001,7776.88002,687.990001,426.550003,4503.239997,4438.819988,59941.75,12168.83,28567.6
751,9/22/2014,241081.4132,22623.94762,6481831.579,984108.2568,0,270.96,102752.68,186681.7967,112673.51,12514.42,3170909.09
752,9/22/2014,88034.90185,11081.21999,1434934.337,206652.2267,13.48,6.199999,20158.64998,45180.75999,38611.83,3371.01,698808.51
753,9/22/2014,448372.5658,41869.26501,5218263.71,690293.6545,158.000001,936.299997,91029.35,170535.6,214221.04,22006.42,2550327.86
754,9/22/2014,5781.489986,480.03,119065.377,29072.11,0,0,3792.809999,7989.070018,2823.72,247.35,60669.25
755,9/22/2014,5428.639179,88.78,26141.87497,5834.053322,121.76,0,2598.32999,2341.250003,2509.59,67.38,13111.7
756,9/22/2014,14384.26264,789.559999,258439.5583,45635.17711,0,0,5136.289997,13194.26,6359.14,388.71,127078.05
757,9/22/2014,49585.33094,5443.759996,754198.9705,103653.5333,122,0,12014.72998,27228.42,22744.29,3244.87,370220.59
758,9/22/2014,14537.74166,697.920002,228778.9399,22469.64001,0,0,5710.090014,10306.83,6773.45,452.2,112033.31
759,9/22/2014,5291.609993,1433.289993,204851.3139,25051.22998,0,0,3007.139998,7751.369976,2489.24,769.42,98263.15
760,9/22/2014,1156.030007,129.480003,19676.96308,2738.439997,0,0,1299.210002,2311.069997,508.62,102.55,10059.17
762,9/22/2014,4159.290011,740.750001,25088.57629,4339.449997,0,0,2701.100021,3783.06999,2125.66,418.62,13371.04
764,9/22/2014,12852.2475,443.720002,277518.4629,37866.07331,152,0,5817.51999,7811.639987,5787.53,216.06,137942.67
765,9/22/2014,756788.9163,109879.5626,187109.2359,52055.06005,75.6,1750.100003,10774.92001,31618.97003,368940.54,60641.78,95578.24
766,9/22/2014,661.580001,0,11810.35445,2363.870004,0,0,339.999998,1553.289997,292.82,0,6068.23
767,9/22/2014,6534.990005,-244.32,112722.447,19899.84998,0,0,2269.159994,3729.530012,3073.33,-123.32,56386.99
770,9/22/2014,124431.4689,8177.895004,2730173.541,385308.3451,435.399992,381.189999,46068.25442,93814.72002,59240.12,4750,1318203.37
771,9/22/2014,220352.2674,35092.45,88641.45999,11282.61002,172.960001,-35.8,5992.259999,7328.699996,110951.99,17968.36,47420.23
773,9/22/2014,4778.761111,612.319999,269220.0401,31103.66666,0,0,4539.330002,8533.040001,2575.66,276.8,135089.59
789,9/22/2014,637214.055,124568.04,345711.0959,54065.20929,1287.550001,1021.819999,14677.82665,34106.06004,304827.84,69932.36,168933.12
790,9/22/2014,122558.8065,12680.72002,1056497.014,165258.1708,337.97,327.399998,21709.79833,39527.80995,60100.59,7246.6,516465.15
798,9/22/2014,235.19,0,10201.24662,480.009999,0,0,102.980003,548.26,87.71,0,5271.66
800,9/22/2014,656493.8529,85271.39995,231514.1077,26875.48,350,2297.319999,13709.36,16133.10002,305062.53,44118.06,113572.34
801,9/22/2014,162690.662,37197.47002,118341.3835,21164.3846,252.98,743.909997,7159.670009,15445.71,78604.04,20887.1,58733.87
802,9/22/2014,136004.6408,26705.50999,55028.55669,8360.467153,50,110.560003,4222.190003,3440.789996,65005.04,14179.73,27730.29
803,9/22/2014,13559777.93,1587732.283,3819637.564,507818.2646,17190.15501,30360.36501,305730.1531,412450.8573,6320182.23,834773.45,1877061.69
804,9/22/2014,369658.4678,35664.56,141621.565,10908.80999,461.94,1307.219999,8580.539994,15265.87,180571.08,19148.08,72060.14
807,9/22/2014,4309476.728,716135.01,1450626.421,241024.3599,6540.220953,11797.37001,108431.865,174633.1401,2009408.44,382396.88,717354.98
810,9/22/2014,28788.82093,1162.590006,317462.8231,50183.21999,0,0,9345.849995,18555.87999,14059.23,738.88,160397.71
811,9/22/2014,859333.2007,133480.415,250695.9237,79123.69718,650.480001,1190.119997,15230.26,31261.98,415091.08,74992.58,125086.64
813,9/22/2014,44279.31608,3932.620004,221934.2244,34987.93001,44,37.9,6330.645004,11652.01999,20632.37,2254.84,108962.51
819,9/22/2014,1576560.75,472667.1128,773049.6546,208418.455,2233.750002,7612.289985,48394.17497,131706.0667,780979.31,273081.71,390955.33
820,9/22/2014,302000.1612,41041.86004,2112449.516,314111.2541,223.999999,750.68,50343.09998,91312.96752,140371.12,23108.26,1030802.39
821,9/22/2014,15228.50092,1695.880002,114051.0449,18778.3,0,0,1922.299997,9874.710004,6934.39,1045.52,56391.07
825,9/22/2014,2513295.539,295202.7401,758185.4647,112494.3905,3350.480018,5973.820016,49023.00001,75582.55998,1171166.51,159373.23,374475.32
