week,dmanum,lr_spd,lr_grp,lr_imp,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
7/8/2013,524,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2,321485.88,10212,23.2
7/8/2013,528,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1,97706.087,8645,10.1
7/8/2013,534,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4,148697.844,4719,20.4
7/8/2013,539,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18,147918.6,5808,18
7/8/2013,602,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5,646355.125,14665,32.5
7/8/2013,618,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26,354039.4,15123,26
7/8/2013,623,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23,355848.18,14112,23
7/8/2013,635,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9,57351.678,2427,13.9
7/8/2013,659,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2,78597.994,1421,14.2
7/8/2013,803,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2,887103.03,37359,24.2
7/8/2013,807,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7,242821.34,17258,16.7
7/8/2013,825,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3,129716.594,4483,20.3
7/8/2013,862,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8,148095.12,6562,18.8
7/22/2013,518,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7,69000.038,1059,19.7
7/22/2013,524,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7,286843.005,10212,20.7
7/22/2013,528,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7,171227.499,8177,17.7
7/22/2013,534,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21,153071.31,5931,21
7/22/2013,539,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3
7/22/2013,618,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2,397613.48,14903,29.2
7/22/2013,623,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1,481168.626,14260,31.1
7/22/2013,635,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4,63540.708,2427,15.4
7/22/2013,659,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3,57011.221,1038,10.3
7/22/2013,803,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6,865108.74,37359,23.6
7/22/2013,807,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4,238459.28,18883,16.4
7/22/2013,825,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5,124604.61,4483,19.5
7/22/2013,862,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2,190633.08,6457,24.2
7/29/2013,518,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2,53238.608,1080,15.2
7/29/2013,524,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3,309014.445,10211,22.3
7/29/2013,528,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3,80293.121,6745,8.3
7/29/2013,534,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6,128288.336,5953,17.6
7/29/2013,539,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3,133948.51,5808,16.3
7/29/2013,557,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3,7522.59,850,3
7/29/2013,618,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9,325443.91,14987,23.9
7/29/2013,623,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7,397621.662,14006,25.7
7/29/2013,635,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3,87884.226,2427,21.3
7/29/2013,659,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5,119004.005,1532,21.5
7/29/2013,717,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1,488.268,0,1.1
7/29/2013,803,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5,751471.575,37359,20.5
7/29/2013,807,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9,274809.78,15431,18.9
7/29/2013,825,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4,117575.632,4551,18.4
7/29/2013,862,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24,189057.6,6457,24
8/12/2013,618,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2,420190.848,10270,46.2
8/12/2013,623,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6,476032.992,13811,45.6
8/12/2013,641,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4,156374.496,4184,46.4
8/19/2013,618,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54,491132.16,17795,54
8/19/2013,623,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9,500043.428,15479,47.9
8/19/2013,641,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1,158733.594,4354,47.1
9/2/2013,508,7015,100,361953,7015,100,361953,7015,100,361953,7015,100,361953,7015,100,361953,7015,100,361953,7015,100,361953,7015,100,361953,7015,100,361953,7015,100,361953,7015,100,361953,7015,100,361953,7015,100,361953,7015,100,361953,7015,100,361953,7015,100,361953,7015,100,361953,7015,100
9/2/2013,539,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5,4108.85,0,0.5
9/2/2013,771,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8,41165.952,1311,94.8
9/2/2013,800,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8,101655.036,1792,109.8
9/2/2013,803,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9,2399935.285,35587,97.9
9/2/2013,804,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9,53027.766,1893,108.9
9/2/2013,807,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6,1027721.628,27374,102.6
9/2/2013,811,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2,57153.024,2092,63.2
9/2/2013,825,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4,380332.766,11840,91.4
9/2/2013,828,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6,113828.592,2680,126.6
9/2/2013,855,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8,67230.072,1841,86.8
9/2/2013,862,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2,536496.62,7408,101.2
9/2/2013,866,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8,243860.536,3421,105.8
9/9/2013,508,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7,324671.841,6686,89.7
9/9/2013,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/2013,771,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8,42034.432,1312,96.8
9/9/2013,800,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8,105358.316,1750,113.8
